	id	sentence1	sentence2	similarity
709	712	A man and a woman are sitting comfortably on the bench	Two large persons are sitting on a park bench and they have a bottle of soda between them	3.625
710	713	One man is leading the race	A man is leading the race	5.0
711	714	A man is leading the race	A man is bringing up the rear of the race	2.625
712	715	The man is racing for the lead 	A man is leading the race	3.375
713	716	A few men in a competition are running outside	A few men in a competition are running outdoors	3.8749999999999996
714	717	A few men in a competition are running outside	A few men in a competition are running indoors	3.625
715	718	A few men in a competition are running outside	A few men are running competitions outside	3.625
716	719	A man is leading the race	A few men in a competition are running outdoors	2.625
717	720	A man is leading the race	A few men in a competition are running indoors	1.375
718	721	A man is leading the race	A few men are running competitions outside	2.625
719	722	A few men in a competition are running outside	One man is leading the race	2.625
720	723	A man is bringing up the rear of the race	A few men in a competition are running outside	3.375
721	724	A few men in a competition are running outside	The man is racing for the lead 	3.0
722	725	A few men in a competition are running outside	A man is leading the race	3.5
723	726	The subject is being studied by a man with a camera	A man with a camera is studying the subject	4.875
724	727	A man with a camera is studying the subject	There is no man with a camera studying the subject	3.25
725	728	A man with a camera is studying the subject	The study subject is a camera man	3.25
726	729	The man with the dyed purple hat is operating a camera that makes videos	The man in the purple hat is operating a camera that makes videos	4.875
727	730	The man in the purple hat isn't operating a camera that makes videos	The man in the purple hat is operating a camera that makes videos	3.0
728	731	The man with the dyed purple hat is operating a camera that makes videos	A man with a camera is studying the subject	3.0
729	732	A man with a camera is studying the subject	The man in the purple hat isn't operating a camera that makes videos	2.75
730	733	The man in the purple hat is operating a camera that makes videos	The subject is being studied by a man with a camera	3.25
731	734	The man in the purple hat is operating a camera that makes videos	There is no man with a camera studying the subject	2.75
732	735	The study subject is a camera man	The man in the purple hat is operating a camera that makes videos	2.25
733	736	The man in the purple hat is operating a camera that makes videos	A man with a camera is studying the subject	2.875
734	737	The bride and the groom are leaving after the marriage	The bride and the groom are leaving after the wedding	4.75
735	738	The bride and the groom are arriving after the wedding	The bride and the groom are leaving after the wedding	4.125
736	739	The bride is leaving the groom after the wedding	The bride and the groom are leaving after the wedding	2.75
737	740	A married couple is walking down the aisle	A couple who have just got married are walking down the isle	4.75
738	741	A married couple is walking up the aisle	A married couple is walking down the aisle	4.25
739	742	A married couple is walking down the aisle	The priest is walking down the aisle to marry a couple	2.375
740	743	A couple who have just got married are walking down the isle	The bride and the groom are leaving after the wedding	3.8749999999999996
741	744	A married couple is walking up the aisle	The bride and the groom are leaving after the wedding	3.625
742	745	The priest is walking down the aisle to marry a couple	The bride and the groom are leaving after the wedding	2.25
743	746	The bride and the groom are leaving after the marriage	A married couple is walking down the aisle	3.25
744	747	The bride and the groom are arriving after the wedding	A married couple is walking down the aisle	3.75
745	748	A married couple is walking down the aisle	The bride is leaving the groom after the wedding	2.0
746	749	A married couple is walking down the aisle	The bride and the groom are leaving after the wedding	3.0
747	750	The students are filling the classroom	A classroom is full of students	4.125
748	751	A classroom is full of students	A classroom is empty	1.6249999999999998
749	752	The presentation is being watched by a classroom of students	The presentation is being attended by a classroom of students	4.75
750	753	The presentation isn't being watched by a classroom of students	The presentation is being watched by a classroom of students	4.25
751	754	The presentation is being attended by a classroom of students	A classroom is full of students	3.0
752	755	The presentation isn't being watched by a classroom of students	A classroom is full of students	2.625
753	756	The presentation is being watched by a classroom of students	The students are filling the classroom	2.375
754	757	The presentation is being watched by a classroom of students	A classroom is empty	2.5
755	758	The presentation is being watched by a classroom of students	A classroom is full of students	3.625
756	760	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	2.75
757	761	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow	3.125
758	762	The kid is happily sliding in the snow	The kid is sliding in the snow	4.375
759	763	The kid is sliding in the snow	The kid is still in the snow	4.0
760	764	A snow slide is full of kids	The kid is sliding in the snow	3.0
761	765	The kid is happily sliding in the snow	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	3.75
762	766	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	The kid is still in the snow	3.0
763	767	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A snow slide is full of kids	2.125
764	769	The kid is sliding in the snow	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	2.125
